,Article DOI
2382,10.1002/ejoc.201300962
2383,10.1002/ejoc.201100821
2384,10.1002/ejoc.201100821
2385,10.1002/ejoc.201100821
2386,10.1002/ejoc.201100821
2387,10.1002/ejoc.201100821
2388,10.1002/ejoc.201100821
2389,10.1016/j.orgel.2017.07.019
2390,10.1016/j.dyepig.2017.01.026
2391,10.1016/j.dyepig.2017.01.026
2392,10.1016/j.dyepig.2017.02.013
2393,10.1016/j.jpowsour.2015.02.121
2394,10.1016/j.jpowsour.2015.02.121
2395,10.1016/j.jpowsour.2015.02.121
2396,10.1016/j.jpowsour.2015.02.121
2397,10.1016/j.jpowsour.2015.02.121
2398,10.1016/j.jpowsour.2015.02.121
2399,10.1016/j.jpowsour.2015.02.121
2400,10.1021/jo8005182
2401,10.1021/jo8005182
2402,10.1021/jo8005182
2403,10.1021/jp801036s
2404,10.1021/jp801036s
2405,10.1021/jp801036s
2406,10.1021/jp801036s
2407,10.1021/jp801036s
2408,10.1021/jp801036s
2409,10.1021/jp801036s
2410,10.1021/jp801036s
2411,10.1021/jp801036s
2412,10.1016/j.orgel.2016.07.022
2413,10.1016/j.orgel.2016.07.022
2414,10.1016/j.orgel.2016.07.022
2415,10.1016/j.orgel.2016.07.022
2416,10.1016/j.orgel.2016.07.022
2417,10.1016/j.orgel.2016.07.022
2418,10.1016/j.orgel.2013.09.038
2419,10.1016/j.orgel.2013.09.038
2420,10.1016/j.orgel.2013.09.038
2421,10.1016/j.orgel.2013.09.038
2422,10.1039/c4tc00661e
2423,10.1039/c4tc00661e
2424,10.1039/c4tc00661e
2425,10.1039/c4tc00661e
2426,10.1039/c4tc00661e
2427,10.1039/c4tc00661e
2428,10.1039/c4tc00661e
2429,10.1039/c4tc00661e
2430,10.1016/j.synthmet.2016.04.009
2431,10.1002/ajoc.201402073
2432,10.1002/ajoc.201402073
2433,10.1002/ajoc.201402073
2434,10.1039/c4ra04782f
2435,10.1039/c4ra04782f
2436,10.1039/c4ra04782f
2437,10.1002/jccs.201500141
2438,10.1002/jccs.201500141
2439,10.1002/jccs.201500141
2440,10.1002/jccs.201500141
2441,10.1002/jccs.201500141
2442,10.1002/jccs.201500141
2443,10.1016/j.electacta.2017.08.089
2444,10.1016/j.electacta.2017.08.089
2445,10.1016/j.jpowsour.2015.02.121
2446,10.1016/j.orgel.2016.07.022
2447,10.1016/j.orgel.2016.07.022
2448,10.1016/j.orgel.2016.07.022
2449,10.1016/j.orgel.2016.07.022
2450,10.1016/j.orgel.2016.07.022
2451,10.1016/j.jechem.2016.03.007
2452,10.1016/j.jechem.2016.03.007
2453,10.1016/j.jechem.2016.03.007
2454,10.1039/c6nj01314g
2455,10.1039/c6nj01314g
2456,10.1039/c6nj01314g
2457,10.1039/c6nj01314g
2458,10.1039/c6nj01314g
2459,10.1039/c6nj01314g
2460,10.1016/j.solener.2015.12.047
2461,10.1016/j.solener.2015.12.047
2462,10.1016/j.solener.2015.12.047
2463,10.1016/j.solener.2015.12.047
2464,10.1016/j.solener.2015.12.047
2465,10.1016/j.solener.2015.12.047
2466,10.1016/j.electacta.2012.02.100
2467,10.1016/j.electacta.2012.02.100
2468,10.1016/j.electacta.2012.02.100
2469,10.1039/c6nj02720b
2470,10.1039/c6nj02720b
2471,10.1039/c6nj02720b
2472,10.1039/c6nj02720b
2473,10.1016/j.jpowsour.2015.02.121
2474,10.1016/j.orgel.2016.07.022
2475,10.1016/j.orgel.2016.07.022
2476,10.1016/j.synthmet.2016.04.009
2477,10.1016/j.synthmet.2016.04.009
2478,10.1016/j.dyepig.2010.03.034
2479,10.1016/j.dyepig.2010.03.034
2480,10.1016/j.dyepig.2010.03.034
2481,10.1016/j.dyepig.2010.03.034
2482,10.1016/j.dyepig.2010.03.034
2483,10.1016/j.dyepig.2010.03.034
2484,10.1039/b910654e
2485,10.1039/b910654e
2486,10.1016/j.synthmet.2015.06.018
2487,10.1016/j.synthmet.2015.06.018
2488,10.1016/j.synthmet.2015.06.018
2489,10.1016/j.synthmet.2015.06.018
2490,10.1039/c1ee01633d
2491,10.1039/c1ee01633d
2492,10.1039/c1ee01633d
2493,10.1039/c1ee01633d
2494,10.1039/c1ee01633d
2495,10.1039/c1ee01633d
2496,10.1016/j.dyepig.2009.12.009
2497,10.1021/acs.orglett.7b01465
2498,10.1021/acs.orglett.7b01465
2499,10.1021/acs.orglett.7b01465
2500,10.1021/acs.orglett.7b01465
2501,10.1021/acs.orglett.7b01465
2502,10.1021/acs.orglett.7b01465
2503,10.1021/acs.orglett.7b01465
2504,10.1021/cm401593b
2505,10.1021/cm401593b
2506,10.1021/cm401593b
2507,10.1021/cm401593b
2508,10.1016/j.dyepig.2014.07.017
2509,10.1021/ja500280r
2510,10.1021/ja500280r
2511,10.1021/ja500280r
2512,10.1021/ja500280r
2513,10.1021/ja500280r
2514,10.1021/ja500280r
2515,10.1021/ja500280r
2516,10.1021/ja500280r
2517,10.1021/ja500280r
2518,10.1021/ja500280r
2519,10.1021/ja500280r
2520,10.1021/ja500280r
2521,10.1021/ja500280r
2522,10.1021/ja500280r
2523,10.1002/ajoc.201402073
2524,10.1002/jccs.201500141
2525,10.1002/jccs.201500141
2526,10.1002/jccs.201500141
2527,10.1002/jccs.201500141
2528,10.1002/jccs.201500141
2529,10.1002/jccs.201500141
2530,10.1021/acs.orglett.7b01465
2531,10.1021/cm401593b
2532,10.1021/cm401593b
2533,10.1021/cm401593b
2534,10.1021/cm401593b
2535,10.1021/cm401593b
2536,10.1021/cm401593b
2537,10.1016/j.dyepig.2009.12.009
2538,10.1039/c6tc03418g
2539,10.1039/c6tc03418g
2540,10.1039/c6tc03418g
2541,10.1039/c6tc03418g
2542,10.1039/c6tc03418g
2543,10.1039/c6tc03418g
2544,10.1021/am508623e
2545,10.1021/am508623e
2546,10.1021/am508623e
2547,10.1021/am508623e
2548,10.1021/am508623e
2549,10.1021/am508623e
2550,10.1016/j.tetlet.2007.02.034
2551,10.1016/j.tetlet.2007.02.034
2552,10.1021/ol202014x
2553,10.1021/ol202014x
2554,10.1021/ol202014x
2555,10.1039/c1ee01527c
2556,10.1039/c1ee01527c
2557,10.1039/c1ee01527c
2558,10.1039/c4ta03451a
2559,10.1039/c4ta03451a
2560,10.1039/c4ta03451a
2561,10.1039/c4ta03451a
2562,10.1039/c4ta03451a
2563,10.1039/c4ta03451a
2564,10.1039/c4ta03451a
2565,10.1039/c4ta03451a
2566,10.1039/c4ta03451a
2567,10.1002/cphc.201402822
2568,10.1002/cphc.201402822
2569,10.1021/acsami.6b10162
2570,10.1021/acsami.6b10162
2571,10.1021/acsami.6b10162
2572,10.1021/acsami.6b10162
2573,10.1021/acsami.6b10162
2574,10.1021/acsami.6b10162
2575,10.1021/acsami.6b10162
2576,10.1021/acsami.6b10162
2577,10.1021/ol202014x
2578,10.1021/ol202014x
2579,10.1021/ol202014x
2580,10.1021/ol202014x
2581,10.1039/c4ta03451a
2582,10.1016/j.tetlet.2007.02.034
2583,10.1016/j.dyepig.2009.12.009
2584,10.1016/j.dyepig.2009.12.009
2585,10.1016/j.dyepig.2009.12.009
2586,10.1021/acs.jpcc.7b04623
2587,10.1016/j.dyepig.2009.12.009
2588,10.1021/jp907288h
2589,10.1002/chem.201603165
2590,10.1002/chem.201603165
2591,10.1002/chem.201603165
2592,10.1002/chem.201603165
2593,10.1002/chem.201603165
2594,10.1002/chem.201603165
2595,10.1002/chem.201603165
2596,10.1002/chem.201603165
2597,10.1016/j.dyepig.2014.07.017
2598,10.1002/chem.201603165
2599,10.1016/j.tet.2014.04.009
2600,10.1016/j.tet.2014.04.009
2601,10.1016/j.tet.2014.04.009
2602,10.1016/j.tet.2014.04.009
2603,10.1016/j.tet.2014.04.009
2604,10.1002/ejoc.201501190
2605,10.1021/cm9036988
2606,10.1021/cm9036988
2607,10.1021/cm9036988
2608,10.1021/acsami.7b04233
2609,10.1021/acsami.7b04233
2610,10.1016/j.dyepig.2016.09.043
2611,10.1016/j.dyepig.2016.09.043
2612,10.1016/j.dyepig.2016.09.043
2613,10.1016/j.dyepig.2016.09.043
2614,10.1016/j.dyepig.2016.09.043
2615,10.1021/acs.jpcc.7b04623
2616,10.1016/j.dyepig.2016.09.043
2617,10.1016/j.dyepig.2016.09.043
2618,10.1039/c3ta14404f
2619,10.1039/c3ta14404f
2620,10.1039/c3ta14404f
2621,10.1039/c3ta14404f
2622,10.1039/c3ta14404f
2623,10.1039/c3ta14404f
2624,10.1039/c3ta14404f
2625,10.1039/c3ta14404f
2626,10.1039/c3ta14404f
2627,10.1039/c6nj02126c
2628,10.1039/c6nj02126c
2629,10.1039/c6nj02126c
2630,10.1039/c6nj02126c
2631,10.1039/c6nj02126c
2632,10.1039/c6nj02126c
2633,10.1016/j.dyepig.2016.09.043
2634,10.1039/c3ta14404f
2635,10.1039/c3ta14404f
2636,10.1039/c3ta14404f
2637,10.1039/c4cc06432a
2638,10.1039/c4cc06432a
2639,10.1039/c4cc06432a
2640,10.1039/c4cc06432a
2641,10.1039/c4cc06432a
2642,10.1039/c4cc06432a
2643,10.1039/c5ta00332f
2644,10.1002/ejoc.201501131
2645,10.1002/ejoc.201501131
2646,10.1002/ejoc.201501131
2647,10.1002/ejoc.201501131
2648,10.1002/ejoc.201501131
2649,10.1002/ejoc.201501131
2650,10.1002/ejoc.201501131
2651,10.1002/ejoc.201501131
2652,10.1002/ejoc.201501131
2653,10.1002/ejoc.201501131
2654,10.1002/ejoc.201501131
2655,10.1002/ejoc.201501131
2656,10.1002/ejoc.201501131
2657,10.1002/ejoc.201501131
2658,10.1002/ejoc.201501131
2659,10.1002/ejoc.201501131
2660,10.1002/ejoc.201501131
2661,10.1002/ejoc.201501131
2662,10.1016/j.dyepig.2016.09.043
2663,10.1021/ol902314z
2664,10.1039/c6nj02126c
2665,10.1039/c6nj02126c
2666,10.1016/j.orgel.2016.06.009
2667,10.1016/j.orgel.2016.06.009
2668,10.1016/j.orgel.2016.06.009
2669,10.1016/j.orgel.2016.06.009
2670,10.1039/c5cp05177k
2671,10.1039/c5cp05177k
2672,10.1039/c5cp05177k
2673,10.1039/c5cp05177k
2674,10.1039/c5cp05177k
2675,10.1016/j.dyepig.2017.07.063
2676,10.1016/j.dyepig.2017.07.063
2677,10.1016/j.dyepig.2017.07.063
2678,10.1016/j.dyepig.2017.07.063
2679,10.1016/j.dyepig.2017.07.063
2680,10.1016/j.dyepig.2016.09.043
2681,10.1016/j.dyepig.2016.09.043
2682,10.1016/j.dyepig.2016.09.043
2683,10.1016/j.dyepig.2016.09.043
2684,10.1016/j.dyepig.2016.09.043
2685,10.1016/j.dyepig.2016.09.043
2686,10.1039/c6ta09836c
2687,10.1039/c6ta09836c
2688,10.1039/c6ta09836c
2689,10.1002/aenm.201301485
2690,10.1002/aenm.201301485
2691,10.1002/aenm.201301485
2692,10.1002/aenm.201301485
2693,10.1016/j.dyepig.2014.07.017
2694,10.1021/jp1004049
2695,10.1021/cm9036988
2696,10.1016/j.dyepig.2016.09.043
2697,10.1039/c6ta09836c
2698,10.1016/j.saa.2017.09.002
2699,10.1002/chem.201402342
2700,10.1002/chem.201402342
2701,10.1002/chem.201402342
2702,10.1002/chem.201402342
2703,10.1002/chem.201402342
2704,10.1002/chem.201402342
2705,10.1002/chem.201402342
2706,10.1002/chem.201402342
2707,10.1002/chem.201402342
2708,10.1002/chem.201402342
2709,10.1002/chem.201402342
2710,10.1002/chem.201402342
2711,10.1002/cjoc.201300924
2712,10.1002/cjoc.201300924
2713,10.1002/cjoc.201300924
2714,10.1002/cjoc.201300924
2715,10.1002/cjoc.201300924
2716,10.1002/cjoc.201300924
2717,10.1002/adfm.201601305
2718,10.1002/adfm.201601305
2719,10.1021/jp1004049
2720,10.1002/chem.201504277
2721,10.1002/chem.201504277
2722,10.1002/chem.201504277
2723,10.1002/chem.201504277
2724,10.1039/c7ra08965a
2725,10.1039/c7ra08965a
2726,10.1039/c7ra08965a
2727,10.1021/acsomega.7b01100
2728,10.1021/acs.jpcc.7b04623
2729,10.1021/acs.jpcc.7b04623
2730,10.1021/acs.jpcc.7b04623
2731,10.1021/acs.jpcc.7b04623
2732,10.1021/acs.jpcc.7b04623
2733,10.1021/acs.jpcc.7b04623
2734,10.1021/acs.jpcc.7b04623
2735,10.1021/acs.jpcc.7b04623
2736,10.1021/acs.jpcc.7b04623
2737,10.1002/chem.201504277
2738,10.1002/chem.201504277
2739,10.1002/chem.201504277
2740,10.1002/chem.201504277
2741,10.1002/chem.201504277
2742,10.1002/chem.201504277
2743,10.1002/chem.201504277
2744,10.1021/jp1004049
2745,10.1021/jacs.6b05281
2746,10.1021/jacs.6b05281
2747,10.1021/jacs.6b05281
2748,10.1021/jacs.6b05281
2749,10.1021/jacs.6b05281
2750,10.1021/jacs.6b05281
2751,10.1021/jacs.6b05281
2752,10.1021/jacs.6b05281
2753,10.1021/jacs.6b05281
2754,10.1021/jacs.6b05281
2755,10.1021/jacs.6b05281
2756,10.1021/jacs.6b05281
2757,10.1021/jacs.6b05281
2758,10.1021/jacs.6b05281
2759,10.1002/aenm.201402340
2760,10.1002/aenm.201402340
2761,10.1002/aenm.201402340
2762,10.1039/c5ee01204j
2763,10.1039/c5ee01204j
2764,10.1039/c5ee01204j
2765,10.1002/chem.201303460
2766,10.1002/chem.201303460
2767,10.1016/j.tet.2008.08.045
2768,10.1016/j.tet.2008.08.045
2769,10.1016/j.dyepig.2011.02.009
2770,10.1016/j.dyepig.2011.02.009
2771,10.1016/j.dyepig.2011.02.009
2772,10.1016/j.dyepig.2011.02.009
2773,10.1016/j.dyepig.2011.02.009
2774,10.1016/j.dyepig.2011.02.009
2775,10.1016/j.dyepig.2011.02.009
2776,10.1016/j.dyepig.2011.02.009
2777,10.1016/j.dyepig.2011.02.009
2778,10.1039/c1ee02389f
2779,10.1039/c1ee02389f
2780,10.1039/c1ee02389f
2781,10.1039/c1ee02389f
2782,10.1039/c1ee02389f
2783,10.1039/c1ee02389f
2784,10.1039/c1ee02389f
2785,10.1039/c1ee02389f
2786,10.1039/c1ee02389f
2787,10.1039/c1ee02389f
2788,10.1039/c1ee02389f
2789,10.1039/c1ee02389f
2790,10.1039/c5cp05986k
2791,10.1002/chem.201303460
2792,10.1021/am507824h
2793,10.1002/ejoc.201501190
2794,10.1002/ejoc.201501190
2795,10.1002/ejoc.201501190
2796,10.1002/chem.201504277
2797,10.1002/chem.201504277
2798,10.1002/chem.201504277
2799,10.1016/j.tet.2008.08.045
2800,10.1016/j.dyepig.2011.02.009
2801,10.1016/j.dyepig.2011.02.009
2802,10.1016/j.dyepig.2011.02.009
2803,10.1016/j.tet.2009.04.077
2804,10.1016/j.tet.2009.04.077
2805,10.1016/j.tet.2010.07.017
2806,10.1016/j.tet.2010.07.017
2807,10.1016/j.tet.2010.07.017
2808,10.1016/j.tet.2010.07.017
2809,10.1016/j.tet.2010.07.017
2810,10.1016/j.tet.2010.07.017
2811,10.1016/j.tet.2010.07.017
2812,10.1021/jacs.6b05281
2813,10.1002/chem.201504277
2814,10.1002/chem.201500979
2815,10.1016/j.solener.2017.01.016
2816,10.1002/chem.201504277
2817,10.1002/chem.201504277
2818,10.1021/jp907288h
2819,10.1021/jp907288h
2820,10.1039/c4ra12888e
2821,10.1039/c4ra12888e
2822,10.1016/j.dyepig.2016.12.028
2823,10.1016/j.dyepig.2016.12.028
2824,10.1016/j.dyepig.2016.12.028
2825,10.1016/j.dyepig.2016.12.028
2826,10.1016/j.dyepig.2017.02.011
2827,10.1016/j.dyepig.2017.02.011
2828,10.1016/j.dyepig.2017.02.011
2829,10.1016/j.dyepig.2017.02.011
2830,10.1016/j.dyepig.2017.02.011
2831,10.1016/j.dyepig.2017.02.011
2832,10.1016/j.dyepig.2017.02.011
2833,10.1016/j.electacta.2017.02.166
2834,10.1016/j.electacta.2017.02.166
2835,10.1016/j.electacta.2017.02.166
2836,10.1016/j.electacta.2017.02.166
2837,10.1016/j.electacta.2017.02.166
2838,10.1016/j.electacta.2017.02.166
2839,10.1016/j.electacta.2017.02.166
2840,10.1021/ol500663b
2841,10.1007/s10854-015-4251-1
2842,10.1007/s10854-015-4251-1
2843,10.1021/jp907288h
2844,10.1021/jp907288h
2845,10.1021/jp907288h
2846,10.1021/jp907288h
2847,10.1021/jp907288h
2848,10.1021/jp907288h
2849,10.1021/jp907288h
2850,10.1002/chem.201603165
2851,10.1016/j.tet.2014.04.009
2852,10.1016/j.tet.2014.04.009
2853,10.1016/j.tet.2014.04.009
2854,10.1016/j.tet.2014.04.009
2855,10.1016/j.tet.2014.04.009
2856,10.1016/j.tet.2014.04.009
2857,10.1016/j.tet.2014.04.009
2858,10.1021/jp907288h
2859,10.1021/jp907288h
2860,10.1021/jp907288h
2861,10.1021/jp907288h
2862,10.1021/jp907288h
2863,10.1021/jp907288h
2864,10.1021/jp907288h
2865,10.1021/jp907288h
2866,10.1021/jp907288h
2867,10.1021/jp907288h
2868,10.1021/jp907288h
2869,10.1021/jp907288h
2870,10.1021/jp907288h
2871,10.1039/c4ra12888e
2872,10.1016/j.tet.2011.06.016
2873,10.1016/j.tet.2011.06.016
2874,10.1016/j.tet.2011.06.016
2875,10.1016/j.dyepig.2008.07.010
2876,10.1016/j.dyepig.2008.07.010
2877,10.1016/j.dyepig.2008.07.010
2878,10.1016/j.dyepig.2008.07.010
2879,10.1016/j.dyepig.2008.07.010
2880,10.1016/j.dyepig.2008.07.010
2881,10.1016/j.dyepig.2008.07.010
2882,10.1016/j.dyepig.2014.07.006
2883,10.1016/j.dyepig.2014.07.006
2884,10.1016/j.jphotochem.2008.10.011
2885,10.1016/j.jphotochem.2008.10.011
2886,10.1016/j.elecom.2009.12.030
2887,10.1016/j.elecom.2009.12.030
2888,10.1016/j.elecom.2009.12.030
2889,10.1016/j.dyepig.2011.08.016
2890,10.1246/cl.160084
2891,10.1246/cl.160084
2892,10.1246/cl.160084
2893,10.1246/cl.160084
2894,10.1246/cl.160084
2895,10.1246/cl.160084
2896,10.1246/cl.160084
2897,10.1246/cl.160084
2898,10.1246/cl.160084
2899,10.1246/cl.160084
2900,10.1246/cl.160084
2901,10.1016/j.electacta.2017.02.166
2902,10.1016/j.dyepig.2014.07.006
2903,10.1246/cl.160084
2904,10.1246/cl.160084
2905,10.1246/cl.160084
2906,10.1246/cl.160084
2907,10.1246/cl.160084
2908,10.1039/b809093a
2909,10.1039/b809093a
2910,10.1039/b809093a
2911,10.1039/c1cp20484j
2912,10.1039/c1cp20484j
2913,10.1039/c1cp20484j
2914,10.1039/c1cp20484j
2915,10.1039/c1cp20484j
2916,10.1039/c1cp20484j
2917,10.1039/c1cp20484j
2918,10.1039/c1cp20484j
2919,10.1039/c2ee22108j
2920,10.1039/c2ee22108j
2921,10.1039/c2ee22108j
2922,10.1039/c2ee22108j
2923,10.1039/c2ee22108j
2924,10.1039/c2ee22108j
2925,10.1039/c2ee22108j
2926,10.1021/jp907288h
2927,10.1016/j.electacta.2015.07.079
2928,10.1039/b809093a
2929,10.1039/c2ee22108j
2930,10.1039/c2ee22108j
2931,10.1039/c2ee22108j
2932,10.1039/c2ee22108j
2933,10.1039/c2ee22108j
2934,10.1039/c2jm31704d
2935,10.1039/c2jm31704d
2936,10.1039/c2jm31704d
2937,10.1039/c2jm31704d
2938,10.1039/c2jm31704d
2939,10.1021/ja0488277
2940,10.1021/ja0488277
2941,10.1021/ja0488277
2942,10.1021/ja0488277
2943,10.1016/j.dyepig.2011.08.016
2944,10.1021/jp105548u
2945,10.1021/jp105548u
2946,10.1021/jp105548u
2947,10.1021/jp105548u
2948,10.1021/jp105548u
2949,10.1021/jp105548u
2950,10.1021/jp511122u
2951,10.1021/jp511122u
2952,10.1021/jp511122u
2953,10.1021/jp511122u
2954,10.1021/jp511122u
2955,10.1016/j.electacta.2015.07.079
2956,10.1016/j.electacta.2015.07.079
2957,10.1039/c2jm31704d
2958,10.1021/jp511122u
2959,10.1021/jp511122u
2960,10.1021/jp511122u
2961,10.1021/jp511122u
2962,10.1021/jp511122u
2963,10.1021/jp906334w
2964,10.1021/jp906334w
2965,10.1002/aenm.201100341
2966,10.1002/aenm.201100341
2967,10.1002/aenm.201100341
2968,10.1002/aenm.201100341
2969,10.1002/aenm.201100341
2970,10.1002/aenm.201100341
2971,10.1016/j.dyepig.2011.08.016
2972,10.1016/j.dyepig.2011.08.016
2973,10.1016/j.dyepig.2011.08.016
2974,10.1016/j.dyepig.2011.08.016
2975,10.1016/j.dyepig.2013.10.016
2976,10.1016/j.dyepig.2013.10.016
2977,10.1016/j.dyepig.2013.10.016
2978,10.1016/j.dyepig.2013.10.016
2979,10.1016/j.dyepig.2013.10.016
2980,10.1016/j.dyepig.2013.10.016
2981,10.1016/j.dyepig.2013.10.016
2982,10.1016/j.dyepig.2013.10.016
2983,10.1016/j.dyepig.2013.10.016
2984,10.1021/jp907288h
2985,10.1002/aenm.201100341
2986,10.1016/j.dyepig.2013.10.016
2987,10.1016/j.dyepig.2013.10.016
2988,10.1016/j.dyepig.2013.10.016
2989,10.1016/j.dyepig.2013.10.016
2990,10.1016/j.dyepig.2013.10.016
2991,10.1016/j.dyepig.2013.10.016
2992,10.1016/j.dyepig.2013.10.016
2993,10.1016/j.dyepig.2013.10.016
2994,10.1016/j.dyepig.2013.10.016
2995,10.1016/j.electacta.2015.07.079
2996,10.1016/j.dyepig.2017.07.009
2997,10.1016/j.dyepig.2017.07.009
2998,10.1039/c2ra20952g
2999,10.1039/c2ra20952g
3000,10.1039/c2ra20952g
3001,10.1002/anie.201002118
3002,10.1016/j.dyepig.2011.08.016
3003,10.1016/j.dyepig.2011.08.016
3004,10.1016/j.dyepig.2011.08.016
3005,10.1016/j.dyepig.2011.08.016
3006,10.1016/j.dyepig.2011.08.016
3007,10.1016/j.dyepig.2011.08.016
3008,10.1039/c5ta01371b
3009,10.1039/c5ta01371b
3010,10.1039/c5ta01371b
3011,10.1039/c5ta01371b
3012,10.1039/c3cc44847a
3013,10.1039/c3cc44847a
3014,10.1021/jp202307b
3015,10.1021/jp202307b
3016,10.1021/jp202307b
3017,10.1021/jp202307b
3018,10.1021/jp202307b
3019,10.1021/jp202307b
3020,10.1021/ja500280r
3021,10.1021/ja500280r
3022,10.1021/ja500280r
3023,10.1021/sc500035j
3024,10.1021/sc500035j
3025,10.1021/am3001049
3026,10.1021/am3001049
3027,10.1021/am3001049
3028,10.1021/am3001049
3029,10.1021/am3001049
3030,10.1016/j.jphotochem.2003.12.018
3031,10.1021/am3001049
3032,10.1021/am3001049
3033,10.1021/am3001049
3034,10.1021/am3001049
3035,10.1021/am3001049
3036,10.1021/am3001049
3037,10.1021/am3001049
3038,10.1021/ja500280r
3039,10.1039/b609266g
3040,10.1016/j.tetlet.2007.02.034
3041,10.1016/j.tetlet.2007.02.034
3042,10.1016/j.tetlet.2007.02.034
3043,10.1016/j.tet.2007.10.094
3044,10.1016/j.tet.2007.10.094
3045,10.1021/ol302481k
3046,10.1016/j.dyepig.2013.04.031
3047,10.1016/j.dyepig.2013.04.031
3048,10.1016/j.dyepig.2013.04.031
3049,10.1016/j.dyepig.2013.04.031
3050,10.1016/j.dyepig.2013.04.031
3051,10.1016/j.dyepig.2013.04.031
3052,10.1016/j.dyepig.2013.04.031
3053,10.1016/j.dyepig.2013.04.031
3054,10.1016/j.dyepig.2014.10.007
3055,10.1016/j.dyepig.2014.10.007
3056,10.1016/j.dyepig.2015.05.015
3057,10.1016/j.dyepig.2015.05.015
3058,10.1016/j.dyepig.2015.05.015
3059,10.1016/j.dyepig.2015.05.015
3060,10.1016/j.dyepig.2017.07.053
3061,10.1021/am500575s
3062,10.1021/am500575s
3063,10.1021/am500575s
3064,10.1021/am500575s
3065,10.1021/am500575s
3066,10.1021/am500575s
3067,10.1021/jp202307b
3068,10.1021/jp202307b
3069,10.1016/j.jphotochem.2004.11.005
3070,10.1016/j.jphotochem.2004.11.005
3071,10.1016/j.jphotochem.2004.11.005
3072,10.1016/j.jphotochem.2004.11.005
3073,10.1016/j.jphotochem.2004.11.005
3074,10.1016/j.jphotochem.2004.11.005
3075,10.1016/j.jphotochem.2004.11.005
3076,10.1039/c6ta02275h
3077,10.1039/c6ta02275h
3078,10.1002/adma.200502540
3079,10.1002/adma.200502540
3080,10.1016/j.dyepig.2011.01.010
3081,10.1016/j.dyepig.2011.01.010
3082,10.1016/j.dyepig.2011.01.006
3083,10.1016/j.dyepig.2011.01.006
3084,10.1016/j.dyepig.2011.01.006
3085,10.1016/j.dyepig.2011.01.006
3086,10.1016/j.dyepig.2011.01.006
3087,10.1016/j.dyepig.2011.01.006
3088,10.1016/j.dyepig.2014.03.008
3089,10.1016/j.dyepig.2011.01.006
3090,10.1016/j.dyepig.2011.01.006
3091,10.1016/j.dyepig.2011.01.006
3092,10.1016/j.dyepig.2011.01.006
3093,10.1016/j.dyepig.2011.01.006
3094,10.1016/j.dyepig.2011.01.006
3095,10.1039/b418906j
3096,10.1016/j.dyepig.2011.11.005
3097,10.1021/jp501173b
3098,10.1021/jp501173b
3099,10.1021/jp501173b
3100,10.1021/jp501173b
3101,10.1021/jp501173b
3102,10.1021/jp501173b
3103,10.1021/jp501173b
3104,10.1021/jp501173b
3105,10.1002/anie.200705225
3106,10.1002/anie.200705225
3107,10.1002/anie.200705225
3108,10.1002/anie.200705225
3109,10.1002/anie.200705225
3110,10.1002/anie.200705225
3111,10.1002/anie.200705225
3112,10.1002/anie.200705225
3113,10.1002/anie.200705225
3114,10.1039/b307819a
3115,10.1039/b307819a
3116,10.1016/j.jphotochem.2003.12.018
3117,10.1021/cm400196w
3118,10.1021/cm400196w
3119,10.1021/cm400196w
3120,10.1039/b609266g
3121,10.1039/b418906j
3122,10.1039/b418906j
3123,10.1039/b418906j
3124,10.1021/cm400196w
3125,10.1021/cm400196w
3126,10.1021/cm400196w
3127,10.1021/cm400196w
3128,10.1021/cm400196w
3129,10.1021/cm400196w
3130,10.1021/cm400196w
3131,10.1021/cm400196w
3132,10.1021/cm400196w
3133,10.1021/cm400196w
3134,10.1021/cm400196w
3135,10.1021/cm400196w
3136,10.1021/cm400196w
3137,10.1021/cm400196w
3138,10.1021/cm400196w
3139,10.1021/cm400196w
3140,10.1021/ol300054a
3141,10.1021/ol300054a
3142,10.1021/ol300054a
3143,10.1021/ol300054a
3144,10.1039/b418906j
3145,10.1039/b418906j
3146,10.1021/jp202307b
3147,10.1002/adfm.201001801
3148,10.1002/adfm.201001801
3149,10.1002/adfm.201001801
3150,10.1002/adfm.201001801
3151,10.1039/b820964b
3152,10.1016/j.tet.2007.10.094
3153,10.1016/j.tet.2007.10.094
3154,10.1039/b808959k
3155,10.1039/b808959k
3156,10.1039/b808959k
3157,10.1039/b808959k
3158,10.1039/b808959k
3159,10.1039/b808959k
3160,10.1039/b808959k
3161,10.1039/b808959k
3162,10.1039/b808959k
3163,10.1039/b808959k
3164,10.1039/b808959k
3165,10.1039/b808959k
3166,10.1039/b808959k
3167,10.1039/b808959k
3168,10.1039/b808959k
3169,10.1039/b808959k
3170,10.1039/b808959k
3171,10.1002/anie.201101362
3172,10.1002/anie.201101362
3173,10.1021/jp001580p
3174,10.1021/jp001580p
3175,10.1021/jp001580p
3176,10.1021/jp001580p
3177,10.1021/jp001580p
3178,10.1021/jp001580p
3179,10.1021/jp001580p
3180,10.1021/jp001580p
3181,10.1021/jp001580p
3182,10.1021/jp001580p
3183,10.1021/jp001580p
3184,10.1021/jp001580p
3185,10.1021/jp001580p
3186,10.1021/jp001580p
3187,10.1021/jp001580p
3188,10.1021/jp010667n
3189,10.1021/jp010667n
3190,10.1021/jp010667n
3191,10.1021/jp010667n
3192,10.1021/jp010667n
3193,10.1021/jp010667n
3194,10.1021/jp010667n
3195,10.1021/jp010667n
